MonitoringLocationIdentifier,CharacteristicName,ResultMeasure.MeasureUnitCode,count,begin_datetime,end_datetime,max,station_nm,agency_cd,site_no,dec_lat_va,dec_lon_va,hucCd,OrganizationIdentifier,OrganizationFormalName,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure.MeasureValue,DrainageAreaMeasure.MeasureUnitCode,ContributingDrainageAreaMeasure.MeasureValue,ContributingDrainageAreaMeasure.MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure.MeasureValue,HorizontalAccuracyMeasure.MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure.MeasureValue,VerticalMeasure.MeasureUnitCode,VerticalAccuracyMeasure.MeasureValue,VerticalAccuracyMeasure.MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure.MeasureValue,WellDepthMeasure.MeasureUnitCode,WellHoleDepthMeasure.MeasureValue,WellHoleDepthMeasure.MeasureUnitCode,ProviderName,begin_date,end_date,date_range_interval,date_range_yrs
21VASWCB-2-ELS000.08,Nitrogen,mg/l,30,NA,NA,0.77,Rt. 640 Bridge Botetourt County,21VASWCB,21VASWCB-2-ELS000.08,37.4914,-79.7363,02080201,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,Rt. 640 Bridge Botetourt County,River/Stream,NA,02080201,NA,NA,NA,NA,37.4914,-79.7363,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,023,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2003-07-23,2015-12-03,390182400,12.364134154688571
21VASWCB-2-MIA000.79,Nitrogen,mg/l,30,NA,NA,2.4099999999999997,Junction of Rt. 11 and Rt. 722,21VASWCB,21VASWCB-2-MIA000.79,37.504,-79.7398,02080201,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,Junction of Rt. 11 and Rt. 722,River/Stream,NA,02080201,NA,NA,NA,NA,37.504,-79.7398,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,023,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2003-07-23,2015-12-03,390182400,12.364134154688571
21VASWCB-4ASOO003.12,Nitrogen,mg/l,49,NA,NA,1.54,RT. 832 BRIDGE,21VASWCB,21VASWCB-4ASOO003.12,36.5875,-80.10969999999999,03010103,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,RT. 832 BRIDGE,River/Stream,NA,03010103,NA,NA,NA,NA,36.5875,-80.10969999999999,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,141,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2003-08-04,2015-12-14,390096000,12.361396303901438
21VASWCB-2-CWP045.86,Nitrogen,mg/l,43,NA,NA,0.74,Rt. 629 Bridge,21VASWCB,21VASWCB-2-CWP045.86,38.0456,-79.6542,02080201,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,Rt. 629 Bridge,River/Stream,NA,02080201,NA,NA,NA,NA,38.0456,-79.6542,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,017,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2005-08-02,2017-12-12,390096000,12.361396303901438
21VASWCB-2-RFS001.00,Nitrogen,mg/l,41,NA,NA,1.1800000000000004,RT. 613 BRIDGE (NELSON CO),21VASWCB,21VASWCB-2-RFS001.00,37.9039,-78.8489,02080203,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,RT. 613 BRIDGE (NELSON CO),River/Stream,NA,02080203,NA,NA,NA,NA,37.9039,-78.8489,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,125,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2003-07-29,2015-12-03,389664000,12.347707049965777
21VASWCB-9-TOM005.32,Nitrogen,mg/l,26,NA,NA,1.75,Rt. 725 Bridge (Poverty Cr Road),21VASWCB,21VASWCB-9-TOM005.32,37.232800000000005,-80.5238,05050001,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,Rt. 725 Bridge (Poverty Cr Road),River/Stream,Collocated ambient and biomonitoring station.  Reference for Stroubles and Crab Creeks.,05050001,NA,NA,NA,NA,37.232800000000005,-80.5238,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,121,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2005-08-15,2017-12-19,389577600,12.344969199178644
21VASWCB-9-LRV065.57,Nitrogen,mg/l,38,NA,NA,1.1300000000000001,Rt 639 Bridge,21VASWCB,21VASWCB-9-LRV065.57,36.9796,-80.17859999999999,05050001,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,Rt 639 Bridge,River/Stream,NE48,05050001,NA,NA,NA,NA,36.9796,-80.17859999999999,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,063,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2003-08-12,2015-12-15,389491200,12.342231348391513
21VASWCB-5BLKD000.03,Nitrogen,mg/l,32,NA,NA,3.36,LAKE DRUMMOND STA #3 MOUTH OF JERICHO DI,21VASWCB,21VASWCB-5BLKD000.03,36.62250000000001,-76.4731,03010205,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,LAKE DRUMMOND STA #3 MOUTH OF JERICHO DI,Lake,;,03010205,NA,NA,NA,NA,36.62250000000001,-76.4731,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,550,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2006-05-23,2018-09-25,389491200,12.342231348391513
21VASWCB-5BLKD000.08,Nitrogen,mg/l,32,NA,NA,2.82,LAKE DRUMMOND STA #1 MOUTH OF FEEDER DIT,21VASWCB,21VASWCB-5BLKD000.08,36.59530000000001,-76.4483,03010205,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,LAKE DRUMMOND STA #1 MOUTH OF FEEDER DIT,Lake,;,03010205,NA,NA,NA,NA,36.59530000000001,-76.4483,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,550,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2006-05-23,2018-09-25,389491200,12.342231348391513
21VASWCB-5BLKD001.40,Nitrogen,mg/l,32,NA,NA,2.57,LAKE DRUMMOND STA #4 MID - LAKE(CHESAPEA,21VASWCB,21VASWCB-5BLKD001.40,36.602500000000006,-76.4697,03010205,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,LAKE DRUMMOND STA #4 MID - LAKE(CHESAPEA,Lake,;,03010205,NA,NA,NA,NA,36.602500000000006,-76.4697,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,550,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2006-05-23,2018-09-25,389491200,12.342231348391513
21VASWCB-5BLKD000.02,Nitrogen,mg/l,31,NA,NA,2.96,LAKE DRUMMOND STA #2 MOUTH OF PORTSMOUTH,21VASWCB,21VASWCB-5BLKD000.02,36.6072,-76.44860000000001,03010205,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,LAKE DRUMMOND STA #2 MOUTH OF PORTSMOUTH,Lake,NA,03010205,NA,NA,NA,NA,36.6072,-76.44860000000001,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,550,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2006-05-23,2018-09-25,389491200,12.342231348391513
21VASWCB-2-MIS000.04,Nitrogen,mg/l,18,NA,NA,2.19,RT. 631 BRIDGE (ROCKBRIDGE COUNTY),21VASWCB,21VASWCB-2-MIS000.04,37.790000000000006,-79.41610000000001,02080202,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,RT. 631 BRIDGE (ROCKBRIDGE COUNTY),River/Stream,NA,02080202,NA,NA,NA,NA,37.790000000000006,-79.41610000000001,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,163,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2007-02-13,2019-06-18,389491200,12.342231348391513
21VASWCB-6BPWL010.36,Nitrogen,mg/l,34,NA,NA,0.4300000000000001,Bridge #6466 on Rt. 606,21VASWCB,21VASWCB-6BPWL010.36,36.7978,-82.99310000000001,06010206,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,Bridge #6466 on Rt. 606,River/Stream,Class IV,06010206,NA,NA,NA,NA,36.7978,-82.99310000000001,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,105,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2003-08-06,2015-12-03,388972800,12.325804243668722
21VASWCB-9-SKE000.98,Nitrogen,mg/l,34,NA,NA,1.33,Bri. # 1003 on Rt. 58,21VASWCB,21VASWCB-9-SKE000.98,36.735800000000005,-80.62969999999999,05050001,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,Bri. # 1003 on Rt. 58,River/Stream,NA,05050001,NA,NA,NA,NA,36.735800000000005,-80.62969999999999,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,035,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2005-08-16,2017-12-13,388972800,12.325804243668722
21VASWCB-4ASRE019.00,Nitrogen,mg/l,17,NA,NA,3.14,ABOVE CONFLUENCE WITH MARROWBONE CREEK H,21VASWCB,21VASWCB-4ASRE019.00,36.6147,-79.8231,03010103,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,ABOVE CONFLUENCE WITH MARROWBONE CREEK H,River/Stream,Invalid Topo Map Num,03010103,NA,NA,NA,NA,36.6147,-79.8231,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,089,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2005-08-16,2017-12-13,388972800,12.325804243668722
21VASWCB-9-DDD001.00,Nitrogen,mg/l,59,NA,NA,1.01,RT. 8 BRIDGE BELOW FLOYD STP,21VASWCB,21VASWCB-9-DDD001.00,36.92830000000001,-80.3314,05050001,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,RT. 8 BRIDGE BELOW FLOYD STP,River/Stream,NE51,05050001,NA,NA,NA,NA,36.92830000000001,-80.3314,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,063,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2005-08-10,2017-12-06,388886400,12.32306639288159
21VASWCB-1BTMB000.54,Nitrogen,mg/l,39,NA,NA,5.159999999999998,RT. 747 BRIDGE (SHENANDOAH COUNTY),21VASWCB,21VASWCB-1BTMB000.54,38.9264,-78.42460000000001,02070006,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,RT. 747 BRIDGE (SHENANDOAH COUNTY),River/Stream,NA,02070006,NA,NA,NA,NA,38.9264,-78.42460000000001,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,171,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2004-08-19,2016-12-14,388800000,12.320328542094453
21VASWCB-3-BWR004.13,Nitrogen,mg/l,22,NA,NA,1.41,Rt. # 602  (Old Office Rd),21VASWCB,21VASWCB-3-BWR004.13,38.3062,-77.8819,02080103,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,Rt. # 602  (Old Office Rd),River/Stream,TMDL station Fy04;  Watershed CY15  -  jst,02080103,NA,NA,NA,NA,38.3062,-77.8819,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Topographic Map Interpolation,SEALV,US,51,137,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2003-08-12,2015-12-03,388454400,12.30937713894593
21VASWCB-2-JMS050.57,Nitrogen,mg/l,139,NA,NA,1.41,JAMES R TF5.6A - BUOY 66 - MIDCHANNEL,21VASWCB,21VASWCB-2-JMS050.57,37.221700000000006,-76.92360000000001,02080206,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,JAMES R TF5.6A - BUOY 66 - MIDCHANNEL,Estuary,"Originally this was buoy 69, but buoys re-numbered in past after ice moved them some years ago.",02080206,NA,NA,NA,NA,37.221700000000006,-76.92360000000001,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,181,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2007-06-18,2019-10-08,388368000,12.306639288158799
21VASWCB-2-JMS087.01,Nitrogen,mg/l,137,NA,NA,1.44,James River at BUOY 137,21VASWCB,21VASWCB-2-JMS087.01,37.357499999999995,-77.30279999999999,02080206,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,James River at BUOY 137,Estuary,NA,02080206,NA,NA,NA,NA,37.357499999999995,-77.30279999999999,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,041,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2007-06-18,2019-10-08,388368000,12.306639288158799
21VASWCB-4ADAN169.57,Nitrogen,mg/l,21,NA,NA,1.11,ROUTE 645 BRIDGE - PATRICK COUNTY,21VASWCB,21VASWCB-4ADAN169.57,36.554399999999994,-80.4294,03010103,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,ROUTE 645 BRIDGE - PATRICK COUNTY,River/Stream,NA,03010103,NA,NA,NA,NA,36.554399999999994,-80.4294,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,141,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2005-08-24,2017-12-12,388195200,12.301163586584531
21VASWCB-4AGOB005.18,Nitrogen,mg/l,32,NA,NA,0.6,RT. 623 BRIDGE NEAR FAIRYSTONE STATE PAR,21VASWCB,21VASWCB-4AGOB005.18,36.793600000000005,-80.1201,03010103,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,RT. 623 BRIDGE NEAR FAIRYSTONE STATE PAR,River/Stream,NA,03010103,NA,NA,NA,NA,36.793600000000005,-80.1201,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,141,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2005-08-25,2017-12-12,388108800,12.298425735797398
21VASWCB-2-JKS086.01,Nitrogen,mg/l,35,NA,NA,0.7899999999999998,Rt. 606 Bridge,21VASWCB,21VASWCB-2-JKS086.01,38.2869,-79.6611,02080201,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,Rt. 606 Bridge,River/Stream,NA,02080201,NA,NA,NA,NA,38.2869,-79.6611,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,091,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2005-08-29,2017-12-12,387763200,12.28747433264887
21VASWCB-6APNR017.79,Nitrogen,mg/l,39,NA,NA,1.31,Bridge #6139 on Rt 631 off Rt 83,21VASWCB,21VASWCB-6APNR017.79,37.1869,-82.46220000000001,05070202,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,Bridge #6139 on Rt 631 off Rt 83,River/Stream,NA,05070202,NA,NA,NA,NA,37.1869,-82.46220000000001,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,051,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2003-08-27,2015-12-09,387676800,12.284736481861739
21VASWCB-2-ASH001.26,Nitrogen,mg/l,27,NA,NA,1,Ashton Cr at RT. 746 BRIDGE,21VASWCB,21VASWCB-2-ASH001.26,37.3169,-77.3731,02080207,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,Ashton Cr at RT. 746 BRIDGE,River/Stream,SAR corrected watershed code from E to R 9/05,02080207,NA,NA,NA,NA,37.3169,-77.3731,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,041,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2003-08-20,2015-12-02,387676800,12.284736481861739
21VASWCB-6BLTR000.75,Nitrogen,mg/l,26,NA,NA,1.71,STREAM FORD OFF ROUTE 640,21VASWCB,21VASWCB-6BLTR000.75,37.0047,-81.9167,06010205,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,STREAM FORD OFF ROUTE 640,River/Stream,Class IV,06010205,NA,NA,NA,NA,37.0047,-81.9167,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,167,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2007-01-17,2019-05-01,387676800,12.284736481861739
21VASWCB-7-PWB000.20,Nitrogen,mg/l,22,NA,NA,2.46,old ramp at end of Rt 695,21VASWCB,21VASWCB-7-PWB000.20,37.8821,-75.492,02040303,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,old ramp at end of Rt 695,Estuary,NA,02040303,NA,NA,NA,NA,37.8821,-75.492,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,001,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2003-08-21,2015-12-03,387676800,12.284736481861739
21VASWCB-1AQUA000.43,Nitrogen,mg/l,91,NA,NA,2.17,100 yds upstream of Rail Road Bridge,21VASWCB,21VASWCB-1AQUA000.43,38.53,-77.2881,02070011,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,100 yds upstream of Rail Road Bridge,Estuary,CB Potomac Embayment Station,02070011,NA,NA,NA,NA,38.53,-77.2881,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Topographic Map Interpolation,SEALV,US,51,153,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2007-03-19,2019-06-24,387072000,12.265571526351813
21VASWCB-8-BLC001.77,Nitrogen,mg/l,25,NA,NA,0.72,"BLACK CREEK, RT. 608",21VASWCB,21VASWCB-8-BLC001.77,37.580799999999996,-77.08829999999999,02080106,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,"BLACK CREEK, RT. 608",River/Stream,NA,02080106,NA,NA,NA,NA,37.580799999999996,-77.08829999999999,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2003-08-28,2015-12-02,386985600,12.262833675564684
21VASWCB-5BLKD001.15,Nitrogen,mg/l,31,NA,NA,2.57,Sta #6 mouth of Riddick Ditch,21VASWCB,21VASWCB-5BLKD001.15,36.587799999999994,-76.4653,03010205,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,Sta #6 mouth of Riddick Ditch,Lake,NA,03010205,NA,NA,NA,NA,36.587799999999994,-76.4653,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,550,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2006-06-22,2018-09-25,386899200,12.260095824777549
21VASWCB-5BLKD002.15,Nitrogen,mg/l,31,NA,NA,2.849999999999999,Sta #5 mouth of Interior Ditch,21VASWCB,21VASWCB-5BLKD002.15,36.5917,-76.4855,03010205,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,Sta #5 mouth of Interior Ditch,Lake,NA,03010205,NA,NA,NA,NA,36.5917,-76.4855,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,550,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2006-06-22,2018-09-25,386899200,12.260095824777549
21VASWCB-4ALYH000.50,Nitrogen,mg/l,40,NA,NA,2.4,Lynch Cr @ Foot Bridge - City Park,21VASWCB,21VASWCB-4ALYH000.50,37.112300000000005,-79.2889,03010101,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,Lynch Cr @ Foot Bridge - City Park,River/Stream,NA,03010101,NA,NA,NA,NA,37.112300000000005,-79.2889,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,031,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2005-09-19,2017-12-19,386553600,12.249144421629019
21VASWCB-4ACRE008.75,Nitrogen,mg/l,38,NA,NA,1.1900000000000004,Childrey Cr @ State Shed Rd (rt 645),21VASWCB,21VASWCB-4ACRE008.75,36.974199999999996,-79.0036,03010102,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,Childrey Cr @ State Shed Rd (rt 645),River/Stream,NA,03010102,NA,NA,NA,NA,36.974199999999996,-79.0036,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,083,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2005-09-19,2017-12-19,386553600,12.249144421629019
21VASWCB-5AGRV000.08,Nitrogen,mg/l,31,NA,NA,0.9,"GRAVELLY RUN, RT. 670 BRIDGE",21VASWCB,21VASWCB-5AGRV000.08,37.094500000000004,-77.4749,03010201,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,"GRAVELLY RUN, RT. 670 BRIDGE",River/Stream,Sample downstream side of bridge on left bank looking downstream.,03010201,NA,NA,NA,NA,37.094500000000004,-77.4749,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,053,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2007-01-18,2019-04-04,385257600,12.208076659822039
21VASWCB-2-GUN004.00,Nitrogen,mg/l,11,NA,NA,3.02,Gunns Run at Rt. 618,21VASWCB,21VASWCB-2-GUN004.00,37.3461,-77.1075,02080206,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,Gunns Run at Rt. 618,River/Stream,NA,02080206,NA,NA,NA,NA,37.3461,-77.1075,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,036,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2003-07-02,2015-09-16,385257600,12.208076659822039
21VASWCB-4ADFF004.90,Nitrogen,mg/l,37,NA,NA,1.6600000000000001,"Difficult Cr. @ Rt. 720, DSS Brian Farm",21VASWCB,21VASWCB-4ADFF004.90,36.77830000000001,-78.7286,03010102,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,"Difficult Cr. @ Rt. 720, DSS Brian Farm",River/Stream,Formerly referred to as Station PL-47B,03010102,NA,NA,NA,NA,36.77830000000001,-78.7286,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,083,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2003-10-09,2015-12-17,384652800,12.188911704312112
21VASWCB-9-CRK020.79,Nitrogen,mg/l,29,NA,NA,0.7799999999999999,near Woodlawn bridge #6490 on Rt 620,21VASWCB,21VASWCB-9-CRK020.79,36.6758,-80.8117,05050001,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,near Woodlawn bridge #6490 on Rt 620,River/Stream,Class VI,05050001,NA,NA,NA,NA,36.6758,-80.8117,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,035,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2007-01-29,2019-04-04,384307200,12.177960301163585
21VASWCB-1AFOU004.22,Nitrogen,mg/l,27,NA,NA,2.52,Rt. # 244  (Columbia Pike),21VASWCB,21VASWCB-1AFOU004.22,38.856399999999994,-77.1106,02070010,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,Rt. # 244  (Columbia Pike),River/Stream,"watershed station CY07/08, CY18  - jst",02070010,NA,NA,NA,NA,38.856399999999994,-77.1106,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Topographic Map Interpolation,SEALV,US,51,013,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2006-10-18,2018-11-13,380937600,12.071184120465434
21VASWCB-2-JMS074.44,Nitrogen,mg/l,130,NA,NA,2.06,RT. 156 BRIDGE BELOW HOPEWELL,21VASWCB,21VASWCB-2-JMS074.44,37.317099999999996,-77.2236,02080206,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,RT. 156 BRIDGE BELOW HOPEWELL,Estuary,NA,02080206,NA,NA,NA,NA,37.317099999999996,-77.2236,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,149,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2007-09-24,2019-10-08,379900800,12.038329911019847
21VASWCB-8-NST003.46,Nitrogen,mg/l,54,NA,NA,0.74,RT. # 622   (Fairview Rd),21VASWCB,21VASWCB-8-NST003.46,38.0433,-77.6933,02080106,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,RT. # 622   (Fairview Rd),River/Stream,trend station added CY07 jst,02080106,NA,NA,NA,NA,38.0433,-77.6933,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Topographic Map Interpolation,SEALV,US,51,177,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2006-12-19,2018-12-17,378518400,11.994524298425738
21VASWCB-4ABHB013.93,Nitrogen,mg/l,12,NA,NA,1.07,BUTCHER CR @ Rt. 92 BR,21VASWCB,21VASWCB-4ABHB013.93,36.752500000000005,-78.43780000000001,03010102,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,BUTCHER CR @ Rt. 92 BR,River/Stream,NA,03010102,NA,NA,NA,NA,36.752500000000005,-78.43780000000001,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,117,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2007-01-29,2019-01-23,378172800,11.983572895277211
21VASWCB-2-CHK079.23,Nitrogen,mg/l,24,NA,NA,1.98,CHICKAHOMINY RIVER RT. 33 BRIDGE,21VASWCB,21VASWCB-2-CHK079.23,37.6861,-77.5425,02080206,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,CHICKAHOMINY RIVER RT. 33 BRIDGE,River/Stream,NA,02080206,NA,NA,NA,NA,37.6861,-77.5425,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,087,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2007-01-04,2018-12-17,377136000,11.950718685831623
21VASWCB-1BMIC001.00,Nitrogen,mg/l,34,NA,NA,4.26,RT 671 BRIDGE (ROCKINGHAM CO),21VASWCB,21VASWCB-1BMIC001.00,38.316399999999994,-78.81920000000001,02070005,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,RT 671 BRIDGE (ROCKINGHAM CO),River/Stream,NA,02070005,NA,NA,NA,NA,38.316399999999994,-78.81920000000001,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,165,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2007-01-16,2018-12-19,376272000,11.9233401779603
