MonitoringLocationIdentifier,CharacteristicName,ResultMeasure.MeasureUnitCode,count,begin_datetime,end_datetime,max,station_nm,agency_cd,site_no,dec_lat_va,dec_lon_va,hucCd,OrganizationIdentifier,OrganizationFormalName,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure.MeasureValue,DrainageAreaMeasure.MeasureUnitCode,ContributingDrainageAreaMeasure.MeasureValue,ContributingDrainageAreaMeasure.MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure.MeasureValue,HorizontalAccuracyMeasure.MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure.MeasureValue,VerticalMeasure.MeasureUnitCode,VerticalAccuracyMeasure.MeasureValue,VerticalAccuracyMeasure.MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure.MeasureValue,WellDepthMeasure.MeasureUnitCode,WellHoleDepthMeasure.MeasureValue,WellHoleDepthMeasure.MeasureUnitCode,ProviderName,begin_date,end_date,date_range_interval,date_range_yrs
21VASWCB-2-WLY002.03,Nitrogen,ug,2,2006-08-17T13:45:00Z,2016-08-30T13:20:00Z,3,east end of Bay,21VASWCB,21VASWCB-2-WLY002.03,36.9531,-76.277,02080208,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,east end of Bay,Estuary,Coastal 2006 VA06-0051A/VA16-001A; NWBD - JL57 - 020802080302 - Willoughby Bay,02080208,NA,NA,NA,NA,36.9531,-76.277,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,710,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2006-08-17,2016-08-30,316742400,10.036960985626283
21VASWCB-7-RAM003.01,Nitrogen,ug,2,2006-07-13T13:20:00Z,2016-07-26T14:30:00Z,3,off mouth of Taylor Creek,21VASWCB,21VASWCB-7-RAM003.01,37.3306,-75.8906,02040304,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,off mouth of Taylor Creek,Estuary,Coastal 2006 VA06-0097A/VA16-047A; NWBD - AO18 - 020403040301 - The Thorofare-Mockhorn Bay,02040304,NA,NA,NA,NA,37.3306,-75.8906,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,131,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2006-07-13,2016-07-26,316742400,10.036960985626283
21VASWCB-7-WAR000.00,Nitrogen,mg/l,6,2009-08-13T17:00:00Z,2019-08-26T16:30:00Z,0.268,Center Channel near mouth to Mobjack Bay,21VASWCB,21VASWCB-7-WAR000.00,37.3579,-76.4079,02080102,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,Center Channel near mouth to Mobjack Bay,Estuary,Coastal 2009 NCA ID: VA09-0043A; NWBD 6th Order Sub-watershed CB20 - Mobjack Bay-Monday Creek,02080102,NA,NA,NA,NA,37.3579,-76.4079,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,073,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2009-08-13,2019-08-26,316656000,10.03422313483915
21VASWCB-7-WAR000.00,Nitrogen,ug,2,2009-08-13T17:00:00Z,2019-08-26T16:30:00Z,3,Center Channel near mouth to Mobjack Bay,21VASWCB,21VASWCB-7-WAR000.00,37.3579,-76.4079,02080102,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,Center Channel near mouth to Mobjack Bay,Estuary,Coastal 2009 NCA ID: VA09-0043A; NWBD 6th Order Sub-watershed CB20 - Mobjack Bay-Monday Creek,02080102,NA,NA,NA,NA,37.3579,-76.4079,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,073,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2009-08-13,2019-08-26,316656000,10.03422313483915
21VASWCB-5BAAC000.49,Nitrogen,mg/l,7,2006-08-15T15:15:00Z,2016-08-24T15:40:00Z,0.968,0.44 mi above Rt 165 Bridge,21VASWCB,21VASWCB-5BAAC000.49,36.7216,-76.1068,03010205,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,0.44 mi above Rt 165 Bridge,Estuary,Coastal 2006 VA06-0087A/VA16-037A; NWBD - AS12 - 030102051201 - Chesapeake Canal,03010205,NA,NA,NA,NA,36.7216,-76.1068,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,550,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2006-08-15,2016-08-24,316396800,10.026009582477755
21VASWCB-5BAAC000.49,Nitrogen,ug,2,2006-08-15T15:15:00Z,2016-08-24T15:40:00Z,3,0.44 mi above Rt 165 Bridge,21VASWCB,21VASWCB-5BAAC000.49,36.7216,-76.1068,03010205,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,0.44 mi above Rt 165 Bridge,Estuary,Coastal 2006 VA06-0087A/VA16-037A; NWBD - AS12 - 030102051201 - Chesapeake Canal,03010205,NA,NA,NA,NA,36.7216,-76.1068,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,550,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2006-08-15,2016-08-24,316396800,10.026009582477755
21VASWCB-8-MPN020.73,Nitrogen,mg/l,8,2009-07-09T17:30:00Z,2019-07-18T17:00:00Z,0.48300000000000004,Center Channel Above Log Landing,21VASWCB,21VASWCB-8-MPN020.73,37.6829,-76.9151,02080105,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,Center Channel Above Log Landing,Estuary,Coastal 2009 NCA ID: VA09-0018A; NWBD 6th Order Sub-watershed YO59 - Mattaponi River-Courthouse Creek,02080105,NA,NA,NA,NA,37.6829,-76.9151,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,101,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2009-07-09,2019-07-18,316310400,10.023271731690622
21VASWCB-5BBKY002.64,Nitrogen,mg/l,4,2006-07-06T13:45:00Z,2016-07-14T15:30:00Z,0.6649999999999999,just south of Tripps Cove,21VASWCB,21VASWCB-5BBKY002.64,36.5837,-75.8964,03010205,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,just south of Tripps Cove,Estuary,Coastal 2006 VA06-0063A/VA16-013A; NWBD - AS20 - 030102051303 - Back Bay,03010205,NA,NA,NA,NA,36.5837,-75.8964,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,810,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2006-07-06,2016-07-14,316310400,10.023271731690622
21VASWCB-7-DEP000.24,Nitrogen,mg/l,4,2009-07-29T14:00:00Z,2019-08-07T15:30:00Z,0.47600000000000003,Channel East of Savage Island,21VASWCB,21VASWCB-7-DEP000.24,37.7883,-75.7499,02080111,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,Channel East of Savage Island,Estuary,COASTAL 2009 NCA-ID: VA09-0029A; NWBD 6th Order Sub-watershed CB38 - The Thorofare-Deep Creek,02080111,NA,NA,NA,NA,37.7883,-75.7499,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,001,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2009-07-29,2019-08-07,316310400,10.023271731690622
21VASWCB-7-NAN001.09,Nitrogen,mg/l,4,2009-09-16T14:00:00Z,2019-09-25T14:30:00Z,0.33299999999999996,off Monadox Point-across Curratuck Cr,21VASWCB,21VASWCB-7-NAN001.09,37.6169,-75.885,02080111,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,off Monadox Point-across Curratuck Cr,Estuary,COASTAL 2009 NCA-ID: VA09-0023A; NWBD 6th Order Sub-watershed CB42 - Lower Chesapeake Bay-Nandua Creek,02080111,NA,NA,NA,NA,37.6169,-75.885,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,001,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2009-09-16,2019-09-25,316310400,10.023271731690622
21VASWCB-7-PMC000.00,Nitrogen,mg/l,4,2008-09-09T14:45:00Z,2018-09-18T15:00:00Z,0.313,"SW of Rogue Is, near Chesconessex Cr",21VASWCB,21VASWCB-7-PMC000.00,37.7693,-75.8042,02080111,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,"SW of Rogue Is, near Chesconessex Cr",Estuary,COASTAL 08 STATION NCA-ID: VA08-0023A; NWBD CB39 - Onancock Creek-Chesconessex Creek,02080111,NA,NA,NA,NA,37.7693,-75.8042,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,001,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2008-09-09,2018-09-18,316310400,10.023271731690622
21VASWCB-5BBKY002.64,Nitrogen,ug,2,2006-07-06T13:45:00Z,2016-07-14T15:30:00Z,3,just south of Tripps Cove,21VASWCB,21VASWCB-5BBKY002.64,36.5837,-75.8964,03010205,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,just south of Tripps Cove,Estuary,Coastal 2006 VA06-0063A/VA16-013A; NWBD - AS20 - 030102051303 - Back Bay,03010205,NA,NA,NA,NA,36.5837,-75.8964,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,810,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2006-07-06,2016-07-14,316310400,10.023271731690622
21VASWCB-7-DEP000.24,Nitrogen,ug,2,2009-07-29T14:00:00Z,2019-08-07T15:30:00Z,4.71,Channel East of Savage Island,21VASWCB,21VASWCB-7-DEP000.24,37.7883,-75.7499,02080111,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,Channel East of Savage Island,Estuary,COASTAL 2009 NCA-ID: VA09-0029A; NWBD 6th Order Sub-watershed CB38 - The Thorofare-Deep Creek,02080111,NA,NA,NA,NA,37.7883,-75.7499,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,001,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2009-07-29,2019-08-07,316310400,10.023271731690622
21VASWCB-7-NAN001.09,Nitrogen,ug,2,2009-09-16T14:00:00Z,2019-09-25T14:30:00Z,6,off Monadox Point-across Curratuck Cr,21VASWCB,21VASWCB-7-NAN001.09,37.6169,-75.885,02080111,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,off Monadox Point-across Curratuck Cr,Estuary,COASTAL 2009 NCA-ID: VA09-0023A; NWBD 6th Order Sub-watershed CB42 - Lower Chesapeake Bay-Nandua Creek,02080111,NA,NA,NA,NA,37.6169,-75.885,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,001,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2009-09-16,2019-09-25,316310400,10.023271731690622
21VASWCB-7-PMC000.00,Nitrogen,ug,2,2008-09-09T14:45:00Z,2018-09-18T15:00:00Z,3,"SW of Rogue Is, near Chesconessex Cr",21VASWCB,21VASWCB-7-PMC000.00,37.7693,-75.8042,02080111,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,"SW of Rogue Is, near Chesconessex Cr",Estuary,COASTAL 08 STATION NCA-ID: VA08-0023A; NWBD CB39 - Onancock Creek-Chesconessex Creek,02080111,NA,NA,NA,NA,37.7693,-75.8042,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,001,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2008-09-09,2018-09-18,316310400,10.023271731690622
21VASWCB-8-YRK016.88,Nitrogen,mg/l,8,2006-07-13T17:00:00Z,2016-07-20T16:00:00Z,0.48400000000000004,"Mid-Chan., off mouths Jones & Carter Crs",21VASWCB,21VASWCB-8-YRK016.88,37.3531,-76.6331,02080107,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,"Mid-Chan., off mouths Jones & Carter Crs",Estuary,Estuarine ProbMon 2006 - VA06-0062A/VA16-012A; NWBD - YO66 - 020801070201 - York River-Jones Creek,02080107,NA,NA,NA,NA,37.3531,-76.6331,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,073,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2006-07-13,2016-07-20,316224000,10.020533880903491
21VASWCB-7-LGB001.30,Nitrogen,mg/l,6,2008-07-17T14:25:00Z,2018-07-25T14:30:00Z,0.532,btw Cedar Is Bay & Metompkin Inlet,21VASWCB,21VASWCB-7-LGB001.30,37.6747,-75.6118,02040304,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,btw Cedar Is Bay & Metompkin Inlet,Estuary,COASTAL 08 STATION NCA-ID: VA08-0014A; NWBD AO10 - Metompkin Inlet,02040304,NA,NA,NA,NA,37.6747,-75.6118,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,001,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2008-07-17,2018-07-25,316224000,10.020533880903491
21VASWCB-7-LGB001.30,Nitrogen,ug,2,2008-07-17T14:25:00Z,2018-07-25T14:30:00Z,3,btw Cedar Is Bay & Metompkin Inlet,21VASWCB,21VASWCB-7-LGB001.30,37.6747,-75.6118,02040304,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,btw Cedar Is Bay & Metompkin Inlet,Estuary,COASTAL 08 STATION NCA-ID: VA08-0014A; NWBD AO10 - Metompkin Inlet,02040304,NA,NA,NA,NA,37.6747,-75.6118,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,001,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2008-07-17,2018-07-25,316224000,10.020533880903491
21VASWCB-8-YRK016.88,Nitrogen,ug,2,2006-07-13T17:00:00Z,2016-07-20T16:00:00Z,3,"Mid-Chan., off mouths Jones & Carter Crs",21VASWCB,21VASWCB-8-YRK016.88,37.3531,-76.6331,02080107,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,"Mid-Chan., off mouths Jones & Carter Crs",Estuary,Estuarine ProbMon 2006 - VA06-0062A/VA16-012A; NWBD - YO66 - 020801070201 - York River-Jones Creek,02080107,NA,NA,NA,NA,37.3531,-76.6331,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,073,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2006-07-13,2016-07-20,316224000,10.020533880903491
21VASWCB-2-JMS087.11,Nitrogen,mg/l,10,2006-07-27T16:30:00Z,2016-08-02T16:00:00Z,0.637,"NEAR SW SHORE, SW OF CURLES NECK",21VASWCB,21VASWCB-2-JMS087.11,37.3584,-77.3041,02080206,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,"NEAR SW SHORE, SW OF CURLES NECK",Estuary,Estuarine Probmon 2006 - VA06-0083A/VA16-033A; NWBD - JL06 - 020802060106 - James River-Curles Creek,02080206,NA,NA,NA,NA,37.3584,-77.3041,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,087,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2006-07-27,2016-08-02,316137600,10.017796030116358
21VASWCB-2-JMS087.11,Nitrogen,ug,2,2006-07-27T16:30:00Z,2016-08-02T16:00:00Z,3,"NEAR SW SHORE, SW OF CURLES NECK",21VASWCB,21VASWCB-2-JMS087.11,37.3584,-77.3041,02080206,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,"NEAR SW SHORE, SW OF CURLES NECK",Estuary,Estuarine Probmon 2006 - VA06-0083A/VA16-033A; NWBD - JL06 - 020802060106 - James River-Curles Creek,02080206,NA,NA,NA,NA,37.3584,-77.3041,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,087,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2006-07-27,2016-08-02,316137600,10.017796030116358
21VASWCB-8-YRK004.79,Nitrogen,mg/l,8,2006-07-25T17:30:00Z,2016-07-27T17:00:00Z,0.317,NEAR SW SHORE OFF PT OF ROCKS YORKTOWN,21VASWCB,21VASWCB-8-YRK004.79,37.2302,-76.4923,02080107,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,NEAR SW SHORE OFF PT OF ROCKS YORKTOWN,Estuary,Estuarine ProbMon 2006 - VA06-0078A/VA16-028A; NWBD -YO69 - 020801070204 - York River-Sarah Creek,02080107,NA,NA,NA,NA,37.2302,-76.4923,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,199,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2006-07-25,2016-07-27,315792000,10.00684462696783
21VASWCB-7-CHT007.11,Nitrogen,mg/l,6,2006-07-26T15:30:00Z,2016-07-28T15:30:00Z,0.35,3.8mi E of Franklin City & Greenbackvill,21VASWCB,21VASWCB-7-CHT007.11,38.012,-75.3116,02040303,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,3.8mi E of Franklin City & Greenbackvill,Estuary,Coastal 2006 VA06-0094A/VA16-044A; NWBD - AO01 - 020403030501 - Chincoteague Bay-Calfpen Bay,02040303,NA,NA,NA,NA,38.012,-75.3116,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,001,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2006-07-26,2016-07-28,315792000,10.00684462696783
21VASWCB-7-MUD000.20,Nitrogen,mg/l,6,2009-07-22T14:30:00Z,2019-07-25T15:00:00Z,0.601,Pettigrew Bend,21VASWCB,21VASWCB-7-MUD000.20,37.8525,-75.6717,02080111,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,Pettigrew Bend,Estuary,COASTAL 2009 NCA-ID: VA09-0045B; NWBD 6th Order Sub-watershed CB36 - Beasley Bay-Guilford Creek,02080111,NA,NA,NA,NA,37.8525,-75.6717,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,001,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2009-07-22,2019-07-25,315792000,10.00684462696783
21VASWCB-5BBKY002.04,Nitrogen,mg/l,4,2008-07-02T13:45:00Z,2018-07-05T14:00:00Z,0.6859999999999999,SE of Little Cedar Island,21VASWCB,21VASWCB-5BBKY002.04,36.5799,-75.9092,03010205,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,SE of Little Cedar Island,Estuary,COASTAL 08 STATION NCA-ID: VA08-0008A; NWBD AS20 - Back Bay,03010205,NA,NA,NA,NA,36.5799,-75.9092,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,810,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2008-07-02,2018-07-05,315792000,10.00684462696783
21VASWCB-5BBKY004.16,Nitrogen,mg/l,4,2008-07-02T14:50:00Z,2018-07-05T15:15:00Z,0.699,S end of Back Bay NWR,21VASWCB,21VASWCB-5BBKY004.16,36.6091,-75.9308,03010205,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,S end of Back Bay NWR,Estuary,COASTAL 08 STATION NCA-ID: VA08-0012A; NWBD AS20 - Back Bay,03010205,NA,NA,NA,NA,36.6091,-75.9308,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,810,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2008-07-02,2018-07-05,315792000,10.00684462696783
21VASWCB-7-SMI000.40,Nitrogen,mg/l,4,2009-07-08T14:20:00Z,2019-07-11T13:30:00Z,0.229,SW of Smith Island,21VASWCB,21VASWCB-7-SMI000.40,37.1053,-75.9296,02040304,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,SW of Smith Island,Estuary,COASTAL 2009 NCA-ID: VA09-0015A; NWBD 6th Order Sub-watershed AO22 - Atlantic Ocean-Lower Eastern Shore,02040304,NA,NA,NA,NA,37.1053,-75.9296,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,131,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2009-07-08,2019-07-11,315792000,10.00684462696783
21VASWCB-7-SMI000.40,Nitrogen,ug,2,2009-07-08T14:20:00Z,2019-07-11T13:30:00Z,3,SW of Smith Island,21VASWCB,21VASWCB-7-SMI000.40,37.1053,-75.9296,02040304,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,SW of Smith Island,Estuary,COASTAL 2009 NCA-ID: VA09-0015A; NWBD 6th Order Sub-watershed AO22 - Atlantic Ocean-Lower Eastern Shore,02040304,NA,NA,NA,NA,37.1053,-75.9296,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,131,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2009-07-08,2019-07-11,315792000,10.00684462696783
21VASWCB-8-YRK004.79,Nitrogen,ug,2,2006-07-25T17:30:00Z,2016-07-27T17:00:00Z,3,NEAR SW SHORE OFF PT OF ROCKS YORKTOWN,21VASWCB,21VASWCB-8-YRK004.79,37.2302,-76.4923,02080107,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,NEAR SW SHORE OFF PT OF ROCKS YORKTOWN,Estuary,Estuarine ProbMon 2006 - VA06-0078A/VA16-028A; NWBD -YO69 - 020801070204 - York River-Sarah Creek,02080107,NA,NA,NA,NA,37.2302,-76.4923,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,199,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2006-07-25,2016-07-27,315792000,10.00684462696783
21VASWCB-5BBKY005.00,Nitrogen,mg/l,6,2006-07-06T14:55:00Z,2016-07-07T15:15:00Z,0.618,off Pellitory Point,21VASWCB,21VASWCB-5BBKY005.00,36.589,-75.9779,03010205,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,off Pellitory Point,Estuary,Coastal 2006 VA06-0079A/VA16-029A; NWBD - AS20 - 030102051303 - Back Bay,03010205,NA,NA,NA,NA,36.589,-75.9779,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,810,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2006-07-06,2016-07-07,315705600,10.004106776180699
21VASWCB-7-GWR001.68,Nitrogen,mg/l,6,2009-07-23T17:30:00Z,2019-07-25T16:30:00Z,0.318,East Side Across from Penny Creek,21VASWCB,21VASWCB-7-GWR001.68,37.8379,-76.3171,02080102,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,East Side Across from Penny Creek,Estuary,Coastal 2009 NCA ID: VA09-0035A; NWBD 6th Order Sub-watershed CB02 - Great Wicomico River,02080102,NA,NA,NA,NA,37.8379,-76.3171,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,133,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2009-07-23,2019-07-25,315705600,10.004106776180699
21VASWCB-2CKMK000.05,Nitrogen,mg/l,4,2009-08-27T14:00:00Z,2019-08-29T13:30:00Z,0.349,"near mouth, off east end of 52nd Street",21VASWCB,21VASWCB-2CKMK000.05,36.8901,-76.2919,02080208,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,"near mouth, off east end of 52nd Street",Estuary,COASTAL 2009 NCA-ID: VA09-0048A; NWBD 6th Order Sub-watershed JL56 - Elizabeth River,02080208,NA,NA,NA,NA,36.8901,-76.2919,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,710,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2009-08-27,2019-08-29,315705600,10.004106776180699
21VASWCB-5BBKY003.63,Nitrogen,mg/l,4,2009-08-20T14:20:00Z,2019-08-22T14:45:00Z,0.656,SW of Cedar Island,21VASWCB,21VASWCB-5BBKY003.63,36.5912,-75.9376,03010205,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,SW of Cedar Island,Estuary,COASTAL 2009 NCA-ID: VA09-0001B; NWBD 6th Order Sub-watershed AS20 - Back Bay,03010205,NA,NA,NA,NA,36.5912,-75.9376,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,810,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2009-08-20,2019-08-22,315705600,10.004106776180699
21VASWCB-5BBKY005.60,Nitrogen,mg/l,4,2009-08-20T13:30:00Z,2019-08-22T13:45:00Z,0.6669999999999999,NE of Ragged Island,21VASWCB,21VASWCB-5BBKY005.60,36.6423,-75.9364,03010205,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,NE of Ragged Island,Estuary,COASTAL 2009 NCA-ID: VA09-0009A; NWBD 6th Order Sub-watershed AS20 - Back Bay,03010205,NA,NA,NA,NA,36.6423,-75.9364,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,810,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2009-08-20,2019-08-22,315705600,10.004106776180699
21VASWCB-2CKMK000.05,Nitrogen,ug,2,2009-08-27T14:00:00Z,2019-08-29T13:30:00Z,5.02,"near mouth, off east end of 52nd Street",21VASWCB,21VASWCB-2CKMK000.05,36.8901,-76.2919,02080208,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,"near mouth, off east end of 52nd Street",Estuary,COASTAL 2009 NCA-ID: VA09-0048A; NWBD 6th Order Sub-watershed JL56 - Elizabeth River,02080208,NA,NA,NA,NA,36.8901,-76.2919,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,710,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2009-08-27,2019-08-29,315705600,10.004106776180699
21VASWCB-5BBKY003.63,Nitrogen,ug,2,2009-08-20T14:20:00Z,2019-08-22T14:45:00Z,3.34,SW of Cedar Island,21VASWCB,21VASWCB-5BBKY003.63,36.5912,-75.9376,03010205,21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,SW of Cedar Island,Estuary,COASTAL 2009 NCA-ID: VA09-0001B; NWBD 6th Order Sub-watershed AS20 - Back Bay,03010205,NA,NA,NA,NA,36.5912,-75.9376,24000,100,ft,Interpolation-Map,NAD83,0,ft,NA,NA,Other,UNKWN,US,51,810,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2009-08-20,2019-08-22,315705600,10.004106776180699
